epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,202.945,0.67237,0.47099,0.75754,0.5798,0.278,0.30014,0.26343,0.31787,0.30879,0.80496,0.008515,0.008515,0.008515
14,218.573,0.64894,0.46087,0.75592,0.3815,0.29023,0.29108,0.26275,0.24225,0.29411,0.79994,0.00839125,0.00839125,0.00839125
15,234.092,0.63596,0.45531,0.75582,0.29197,0.43625,0.32466,0.2692,0.3321,0.32838,0.8011,0.0082675,0.0082675,0.0082675
16,249.665,0.61587,0.44379,0.75469,0.36115,0.43965,0.3613,0.32118,0.20888,0.30311,0.80137,0.00814375,0.00814375,0.00814375
17,265.172,0.60502,0.4395,0.75292,0.51363,0.40874,0.36232,0.31087,0.27636,0.30605,0.79988,0.00802,0.00802,0.00802
18,280.617,0.58904,0.43223,0.75345,0.64502,0.29554,0.33186,0.29454,0.29114,0.28946,0.80012,0.00789625,0.00789625,0.00789625
19,296.048,0.58234,0.42523,0.75315,0.72225,0.30634,0.36422,0.30701,0.29627,0.32066,0.80151,0.0077725,0.0077725,0.0077725
20,311.695,0.57036,0.41946,0.75205,0.63749,0.30589,0.36951,0.30914,0.30578,0.29082,0.79882,0.00764875,0.00764875,0.00764875
21,327.301,0.55888,0.41502,0.75134,0.63695,0.33154,0.35606,0.31403,0.26266,0.29475,0.79647,0.007525,0.007525,0.007525
22,342.916,0.55116,0.40608,0.75172,0.63712,0.32446,0.35654,0.31542,0.17647,0.24716,0.79746,0.00740125,0.00740125,0.00740125
23,358.421,0.53805,0.40464,0.7506,0.63428,0.33757,0.34582,0.31646,0.19429,0.26996,0.79499,0.0072775,0.0072775,0.0072775
24,374.005,0.5326,0.39893,0.75066,0.49,0.36498,0.35765,0.31108,0.27557,0.28692,0.7948,0.00715375,0.00715375,0.00715375
25,389.469,0.52337,0.39446,0.74931,0.63887,0.33782,0.33407,0.31016,0.25158,0.27259,0.79475,0.00703,0.00703,0.00703
26,404.896,0.51173,0.38985,0.74992,0.50104,0.3698,0.3336,0.30492,0.22384,0.27719,0.79485,0.00690625,0.00690625,0.00690625
27,420.464,0.50553,0.38641,0.74919,0.58781,0.36302,0.3273,0.30474,0.18714,0.2555,0.79407,0.0067825,0.0067825,0.0067825
28,436.02,0.50143,0.3795,0.74889,0.51543,0.35218,0.35348,0.32085,0.23041,0.2737,0.79436,0.00665875,0.00665875,0.00665875
29,451.521,0.49135,0.37959,0.74685,0.72531,0.32172,0.3626,0.32999,0.20551,0.27062,0.79315,0.006535,0.006535,0.006535
30,466.883,0.48332,0.37738,0.74769,0.58023,0.36188,0.33357,0.31277,0.22155,0.27419,0.79278,0.00641125,0.00641125,0.00641125
31,482.376,0.47899,0.37033,0.74681,0.72776,0.3215,0.34194,0.31944,0.20902,0.27507,0.79249,0.0062875,0.0062875,0.0062875
32,497.829,0.47104,0.36904,0.74777,0.50479,0.37217,0.33325,0.31723,0.20224,0.26521,0.79185,0.00616375,0.00616375,0.00616375
33,513.323,0.46689,0.36239,0.74649,0.58618,0.36315,0.33445,0.31624,0.17986,0.24394,0.79099,0.00604,0.00604,0.00604
34,528.988,0.46055,0.36047,0.74636,0.43092,0.36955,0.33948,0.32239,0.195,0.26034,0.79085,0.00591625,0.00591625,0.00591625
35,544.586,0.45303,0.35481,0.74514,0.51099,0.37107,0.34171,0.32324,0.18049,0.25223,0.79062,0.0057925,0.0057925,0.0057925
36,560.232,0.44668,0.35452,0.74672,0.5111,0.37101,0.33932,0.31941,0.17953,0.25253,0.79079,0.00566875,0.00566875,0.00566875
37,575.664,0.44212,0.34905,0.74617,0.51152,0.3699,0.34436,0.32534,0.19188,0.26062,0.79034,0.005545,0.005545,0.005545
38,591.169,0.4379,0.34793,0.74485,0.43667,0.37417,0.33964,0.31907,0.20031,0.26508,0.79001,0.00542125,0.00542125,0.00542125
39,606.734,0.42955,0.3469,0.74527,0.5116,0.37774,0.34339,0.3241,0.20369,0.26812,0.78984,0.0052975,0.0052975,0.0052975
40,622.186,0.42379,0.34371,0.74521,0.51143,0.3727,0.34134,0.32203,0.2048,0.27233,0.78946,0.00517375,0.00517375,0.00517375
41,637.576,0.41881,0.3365,0.74453,0.51145,0.37206,0.33735,0.31975,0.20429,0.26955,0.7893,0.00505,0.00505,0.00505
42,653.161,0.41258,0.33591,0.74396,0.51279,0.37186,0.34329,0.32421,0.20809,0.2692,0.78905,0.00492625,0.00492625,0.00492625
43,668.668,0.40747,0.33335,0.7448,0.51386,0.37251,0.34103,0.325,0.19462,0.26572,0.78886,0.0048025,0.0048025,0.0048025
44,684.214,0.4018,0.32869,0.74449,0.5128,0.37277,0.34262,0.32689,0.1798,0.25733,0.78854,0.00467875,0.00467875,0.00467875
45,699.86,0.39749,0.32681,0.74321,0.59173,0.37154,0.34287,0.32685,0.17157,0.24638,0.78823,0.004555,0.004555,0.004555
46,715.368,0.38995,0.32985,0.74416,0.59143,0.37151,0.34433,0.32751,0.17184,0.24188,0.78797,0.00443125,0.00443125,0.00443125
47,731.017,0.38742,0.32255,0.74301,0.59181,0.37178,0.3444,0.32731,0.17548,0.24622,0.78785,0.0043075,0.0043075,0.0043075
48,746.421,0.38113,0.32206,0.74218,0.59164,0.37164,0.34454,0.32858,0.16421,0.23721,0.78759,0.00418375,0.00418375,0.00418375
49,761.943,0.37614,0.31732,0.74209,0.5916,0.372,0.34483,0.32908,0.16176,0.23523,0.78732,0.00406,0.00406,0.00406
50,777.43,0.37214,0.31584,0.74258,0.5916,0.37161,0.34455,0.32879,0.16233,0.23654,0.78713,0.00393625,0.00393625,0.00393625
51,792.894,0.36811,0.31882,0.7409,0.59172,0.37163,0.3466,0.33103,0.16065,0.23451,0.78687,0.0038125,0.0038125,0.0038125
52,808.528,0.36056,0.31363,0.74223,0.59185,0.37155,0.34552,0.33029,0.15988,0.23397,0.78674,0.00368875,0.00368875,0.00368875
53,823.917,0.3584,0.30985,0.74293,0.59153,0.37155,0.34788,0.33279,0.15749,0.23346,0.78656,0.003565,0.003565,0.003565
54,839.514,0.35408,0.30879,0.74162,0.59161,0.37123,0.34695,0.33179,0.16153,0.2386,0.78639,0.00344125,0.00344125,0.00344125
55,855.091,0.34863,0.30221,0.74183,0.59146,0.37147,0.34728,0.33177,0.15471,0.23119,0.78614,0.0033175,0.0033175,0.0033175
56,870.618,0.34401,0.30049,0.74093,0.51454,0.37171,0.3452,0.33025,0.15034,0.22762,0.78597,0.00319375,0.00319375,0.00319375
57,886.192,0.33789,0.30072,0.74162,0.51467,0.37143,0.34472,0.32961,0.15085,0.22747,0.78582,0.00307,0.00307,0.00307
58,901.574,0.33464,0.30013,0.74076,0.51466,0.37158,0.34509,0.32948,0.15183,0.22706,0.7857,0.00294625,0.00294625,0.00294625
59,917.306,0.33027,0.29439,0.74009,0.51469,0.37172,0.34576,0.33043,0.15782,0.23197,0.78558,0.0028225,0.0028225,0.0028225
60,933.153,0.32444,0.29187,0.74013,0.5147,0.37175,0.34555,0.32921,0.15939,0.23285,0.78545,0.00269875,0.00269875,0.00269875
61,948.799,0.32228,0.2918,0.73995,0.51468,0.37181,0.34563,0.32955,0.15594,0.23188,0.78533,0.002575,0.002575,0.002575
62,964.523,0.31556,0.28511,0.73986,0.51468,0.37185,0.34614,0.33025,0.15871,0.23528,0.78523,0.00245125,0.00245125,0.00245125
63,980.151,0.31308,0.28927,0.73934,0.51479,0.37184,0.34623,0.33125,0.15337,0.2312,0.78507,0.0023275,0.0023275,0.0023275
64,995.712,0.30745,0.28121,0.73994,0.51661,0.37732,0.34622,0.3308,0.14608,0.22778,0.78489,0.00220375,0.00220375,0.00220375
65,1011.28,0.30221,0.28526,0.73957,0.51654,0.37749,0.3464,0.33105,0.14373,0.2274,0.78477,0.00208,0.00208,0.00208
66,1026.93,0.29843,0.28119,0.7389,0.51656,0.37742,0.34609,0.33044,0.14303,0.22699,0.78464,0.00195625,0.00195625,0.00195625
67,1042.43,0.29376,0.27859,0.73867,0.51659,0.37735,0.3458,0.33096,0.14264,0.22767,0.78447,0.0018325,0.0018325,0.0018325
68,1058,0.29203,0.27773,0.73924,0.51667,0.37732,0.34616,0.33167,0.14105,0.22772,0.78435,0.00170875,0.00170875,0.00170875
69,1073.56,0.28838,0.27167,0.7386,0.51683,0.37735,0.34599,0.33127,0.14167,0.2285,0.78421,0.001585,0.001585,0.001585
70,1089.12,0.28272,0.27082,0.73761,0.51683,0.37684,0.34615,0.3313,0.14202,0.22931,0.78408,0.00146125,0.00146125,0.00146125
71,1105.01,0.24702,0.22229,0.73928,0.51691,0.3769,0.34602,0.33189,0.1379,0.22644,0.78395,0.0013375,0.0013375,0.0013375
72,1120.53,0.23491,0.21771,0.73915,0.51687,0.37736,0.34637,0.33248,0.14,0.22879,0.78377,0.00121375,0.00121375,0.00121375
73,1136,0.22747,0.21191,0.73954,0.51692,0.37721,0.34688,0.33275,0.13883,0.22761,0.78361,0.00109,0.00109,0.00109
74,1151.57,0.22251,0.2096,0.73874,0.51688,0.37752,0.34683,0.33374,0.13961,0.2286,0.78347,0.00096625,0.00096625,0.00096625
75,1167.18,0.21885,0.20394,0.73794,0.51695,0.3776,0.34726,0.33443,0.14252,0.23273,0.78336,0.0008425,0.0008425,0.0008425
76,1182.66,0.21346,0.20112,0.7376,0.51704,0.37786,0.34776,0.33439,0.14583,0.23592,0.78321,0.00071875,0.00071875,0.00071875
77,1198.18,0.20949,0.19576,0.73798,0.51702,0.37792,0.3482,0.33525,0.15127,0.24196,0.78304,0.000595,0.000595,0.000595
78,1213.77,0.2063,0.19358,0.73862,0.51705,0.37793,0.3483,0.33513,0.15647,0.24718,0.7829,0.00047125,0.00047125,0.00047125
79,1229.28,0.20115,0.18921,0.73717,0.51704,0.37822,0.35,0.33675,0.16232,0.25331,0.78276,0.0003475,0.0003475,0.0003475
80,1244.86,0.19702,0.18538,0.73717,0.51707,0.37818,0.34935,0.33589,0.17589,0.26271,0.78262,0.00022375,0.00022375,0.00022375
