epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,525.552,0.39812,0.20082,0.74583,0.66613,0.34245,0.46903,0.40865,0.2006,0.10639,0.79031,0.005446,0.005446,0.005446
48,536.595,0.39241,0.19817,0.74488,0.72563,0.3377,0.45853,0.40428,0.20103,0.10844,0.79021,0.005347,0.005347,0.005347
49,547.706,0.39358,0.19872,0.74424,0.66632,0.34277,0.42965,0.39654,0.19658,0.10316,0.78994,0.005248,0.005248,0.005248
50,558.847,0.38713,0.1963,0.74508,0.67931,0.34266,0.4264,0.39628,0.19047,0.1044,0.78968,0.005149,0.005149,0.005149
51,570.055,0.38452,0.1945,0.74541,0.71186,0.34305,0.42642,0.39585,0.19561,0.10563,0.78967,0.00505,0.00505,0.00505
52,581.186,0.37963,0.19307,0.74325,0.71264,0.34292,0.42858,0.39763,0.17086,0.11444,0.78951,0.004951,0.004951,0.004951
53,592.355,0.37425,0.19197,0.74368,0.71276,0.34348,0.4324,0.40028,0.17096,0.11366,0.78939,0.004852,0.004852,0.004852
54,603.573,0.37278,0.18972,0.74294,0.71277,0.34367,0.42847,0.39866,0.16516,0.10299,0.78921,0.004753,0.004753,0.004753
55,614.748,0.36904,0.18941,0.74408,0.67036,0.34369,0.42588,0.39796,0.15197,0.1027,0.78907,0.004654,0.004654,0.004654
56,625.818,0.36276,0.18711,0.74372,0.72108,0.3509,0.42882,0.39894,0.14585,0.0971,0.78892,0.004555,0.004555,0.004555
57,636.967,0.36121,0.18681,0.74353,0.68754,0.351,0.42893,0.39903,0.14138,0.09233,0.78876,0.004456,0.004456,0.004456
58,648.124,0.35526,0.18385,0.74389,0.67655,0.35113,0.42887,0.39918,0.14256,0.09291,0.78859,0.004357,0.004357,0.004357
59,659.269,0.35397,0.18274,0.74333,0.67909,0.35119,0.42925,0.4,0.13795,0.08982,0.78844,0.004258,0.004258,0.004258
60,670.325,0.34827,0.18105,0.74376,0.71998,0.35135,0.42909,0.40047,0.13337,0.08761,0.78828,0.004159,0.004159,0.004159
61,681.564,0.34361,0.17786,0.74245,0.72118,0.35133,0.42904,0.40058,0.12838,0.08418,0.78811,0.00406,0.00406,0.00406
62,692.814,0.34045,0.17847,0.74238,0.72106,0.35132,0.42791,0.40001,0.12626,0.08547,0.78794,0.003961,0.003961,0.003961
63,704.019,0.3389,0.17682,0.74199,0.72105,0.35128,0.42914,0.40086,0.12225,0.08069,0.78784,0.003862,0.003862,0.003862
64,715.088,0.33523,0.17492,0.74267,0.7202,0.3513,0.42841,0.40059,0.12731,0.08705,0.78771,0.003763,0.003763,0.003763
65,726.274,0.33027,0.17418,0.7412,0.72099,0.35135,0.42823,0.40067,0.12667,0.08696,0.78764,0.003664,0.003664,0.003664
66,737.41,0.32663,0.17268,0.74136,0.72111,0.35133,0.42813,0.40059,0.11665,0.07709,0.78751,0.003565,0.003565,0.003565
67,748.5,0.32246,0.16872,0.74255,0.72113,0.35135,0.42815,0.40046,0.12048,0.08193,0.78743,0.003466,0.003466,0.003466
68,759.716,0.31781,0.1685,0.7411,0.72106,0.35119,0.42746,0.39984,0.1209,0.08022,0.78733,0.003367,0.003367,0.003367
69,770.964,0.31472,0.16736,0.74179,0.72112,0.35114,0.4275,0.4001,0.12496,0.08511,0.78722,0.003268,0.003268,0.003268
70,782.125,0.31331,0.16611,0.74042,0.72125,0.35123,0.42752,0.4006,0.12931,0.08764,0.78717,0.003169,0.003169,0.003169
71,793.329,0.30885,0.16444,0.74151,0.7225,0.35114,0.42752,0.40056,0.13635,0.09405,0.78705,0.00307,0.00307,0.00307
72,804.435,0.3057,0.16292,0.74056,0.7235,0.35115,0.42737,0.40001,0.13782,0.09647,0.78697,0.002971,0.002971,0.002971
73,815.677,0.30042,0.16103,0.7404,0.72517,0.35109,0.42736,0.39916,0.13614,0.09141,0.78692,0.002872,0.002872,0.002872
74,826.898,0.2996,0.16014,0.7411,0.725,0.35099,0.42732,0.39996,0.14436,0.09949,0.78684,0.002773,0.002773,0.002773
75,838.076,0.2944,0.15831,0.74054,0.72565,0.35099,0.42734,0.3999,0.14637,0.101,0.78674,0.002674,0.002674,0.002674
76,849.146,0.29175,0.15684,0.74001,0.72571,0.35099,0.42726,0.39929,0.13883,0.09365,0.78663,0.002575,0.002575,0.002575
77,860.379,0.2881,0.15638,0.74014,0.72577,0.351,0.42723,0.40006,0.13285,0.08773,0.78651,0.002476,0.002476,0.002476
78,871.562,0.28472,0.15385,0.73947,0.72576,0.35102,0.42724,0.40016,0.13353,0.08718,0.78642,0.002377,0.002377,0.002377
79,882.695,0.2835,0.15229,0.73975,0.72593,0.35103,0.42725,0.40009,0.13059,0.08454,0.78634,0.002278,0.002278,0.002278
80,893.823,0.27772,0.14994,0.74063,0.72604,0.35102,0.42746,0.40057,0.12935,0.08342,0.78618,0.002179,0.002179,0.002179
81,904.987,0.27604,0.14905,0.73857,0.72617,0.35103,0.42752,0.40029,0.12978,0.08464,0.78607,0.00208,0.00208,0.00208
82,916.163,0.27219,0.14752,0.73914,0.72621,0.35102,0.42755,0.40029,0.13602,0.08987,0.78596,0.001981,0.001981,0.001981
83,927.331,0.26889,0.14589,0.7394,0.72627,0.35105,0.42755,0.40031,0.14524,0.08848,0.78585,0.001882,0.001882,0.001882
84,938.445,0.26438,0.14481,0.73829,0.72631,0.35105,0.42759,0.40021,0.18727,0.11423,0.78579,0.001783,0.001783,0.001783
85,949.666,0.26216,0.14277,0.73922,0.72631,0.35104,0.42751,0.40038,0.2015,0.11289,0.78575,0.001684,0.001684,0.001684
86,960.863,0.26036,0.14218,0.73883,0.72631,0.35103,0.42751,0.4002,0.21199,0.09877,0.78567,0.001585,0.001585,0.001585
87,972.088,0.25501,0.13985,0.73928,0.72631,0.35102,0.42755,0.40154,0.21233,0.09524,0.78553,0.001486,0.001486,0.001486
88,983.19,0.25319,0.13849,0.73903,0.72631,0.35099,0.42475,0.40229,0.21599,0.09525,0.78545,0.001387,0.001387,0.001387
89,994.351,0.25019,0.13717,0.7377,0.72631,0.35099,0.42473,0.40458,0.22273,0.09878,0.78539,0.001288,0.001288,0.001288
90,1005.66,0.24633,0.13486,0.7382,0.72631,0.35099,0.42473,0.40444,0.22882,0.10302,0.78527,0.001189,0.001189,0.001189
91,1017.17,0.21387,0.13082,0.73945,0.72631,0.35101,0.42475,0.40474,0.23892,0.11816,0.78512,0.00109,0.00109,0.00109
92,1028.26,0.20468,0.12675,0.73995,0.72623,0.35098,0.42479,0.40258,0.24091,0.12313,0.78499,0.000991,0.000991,0.000991
93,1039.47,0.19988,0.12291,0.74054,0.72623,0.3511,0.42492,0.40251,0.24103,0.12529,0.78485,0.000892,0.000892,0.000892
94,1050.65,0.19631,0.11995,0.73967,0.72623,0.35112,0.42517,0.40182,0.25507,0.11251,0.78471,0.000793,0.000793,0.000793
95,1061.89,0.19108,0.11775,0.7393,0.72624,0.35112,0.42534,0.40229,0.23581,0.12624,0.78458,0.000694,0.000694,0.000694
96,1073.06,0.18693,0.11548,0.73845,0.72624,0.35115,0.4254,0.40142,0.2245,0.12085,0.78443,0.000595,0.000595,0.000595
97,1084.13,0.1846,0.11285,0.73836,0.72624,0.3511,0.42545,0.40264,0.20214,0.11755,0.78431,0.000496,0.000496,0.000496
98,1095.26,0.18111,0.1107,0.73821,0.72628,0.35115,0.4255,0.40186,0.17127,0.1158,0.78413,0.000397,0.000397,0.000397
99,1106.39,0.1772,0.10952,0.73747,0.72634,0.35116,0.42626,0.4026,0.14842,0.09698,0.78396,0.000298,0.000298,0.000298
100,1117.65,0.17379,0.10717,0.73835,0.72634,0.35121,0.42643,0.40294,0.12422,0.0799,0.78377,0.000199,0.000199,0.000199
